fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
40005,2012-01-25,56.3,98.77,6.08,7.37,6.36,6.36,8.92,5.85,3.07,7.31,5.69,8.25,2.97,5.28,7.57,10.31,4.12,6.19,
1065,2012-02-10,0.42,101.1,5.22,7.14,4.42,4.42,14.1,3.02,11.09,7.2,1.3,1.87,0.56,1.3,2.78,4.17,0.7,3.47,
30059,2007-12-05,0.74,82.37,3.65,-1.35,-3.21,-3.2,1.81,-4.38,6.18,-1.71,3.99,5.3,2.26,3.04,6.64,7.94,3.9,4.04,
47003,2015-08-06,19.17,97.94,16.9,24.07,21.93,21.93,27.21,21.56,5.65,24.2,3.47,5.41,1.89,3.52,5.71,7.54,4.2,3.34,
55133,2005-07-27,0.0,98.68,8.21,18.82,10.73,10.73,24.16,13.48,10.67,19.95,3.7,5.97,0.43,5.53,4.83,7.38,0.62,6.76,
13307,2012-05-03,5.05,100.17,13.73,24.12,18.94,18.94,28.97,19.8,9.17,24.11,1.67,2.67,0.53,2.14,3.0,4.57,0.77,3.8,
45061,2001-03-31,0.46,99.97,8.83,14.49,12.1,12.1,20.12,10.39,9.73,14.35,3.67,5.86,2.28,3.58,6.42,7.9,3.77,4.13,
21069,2003-03-15,0.0,98.45,7.58,12.36,9.47,9.47,18.59,5.36,13.23,10.86,1.59,2.73,0.86,1.88,3.07,6.97,1.21,5.76,
56017,2005-04-27,5.44,83.55,3.27,1.46,-4.55,-4.5,4.72,-2.41,7.13,3.06,4.84,8.64,1.16,7.48,5.69,10.15,1.72,8.44,
29215,2001-07-29,1.33,97.55,16.79,28.32,21.75,21.74,34.84,22.32,12.51,28.3,1.33,1.74,0.95,0.79,2.73,3.77,2.04,1.73,
26147,2010-07-06,0.18,99.2,14.1,26.27,19.22,19.22,31.31,20.72,10.6,26.2,4.24,5.73,2.95,2.79,6.65,7.48,3.98,3.5,0.0
37137,2016-06-07,22.58,100.34,16.1,24.95,21.55,21.55,28.74,22.46,6.29,25.1,3.89,4.86,1.57,3.29,6.05,7.23,2.21,5.02,0.0
40055,2008-04-07,0.2,94.7,6.46,19.13,6.18,6.2,29.88,8.54,21.34,19.91,5.06,6.17,3.81,2.36,7.77,10.46,5.14,5.32,
48037,2004-05-08,0.0,100.81,13.37,21.25,18.65,18.65,24.78,18.01,6.77,21.33,2.41,3.0,1.84,1.16,4.59,6.28,2.91,3.38,
37025,2012-01-07,0.09,99.15,7.04,9.52,8.18,8.18,18.15,3.56,14.58,9.18,2.97,4.93,2.04,2.89,5.43,6.75,4.18,2.58,
51683,2006-06-09,1.51,99.82,10.32,22.21,14.39,14.39,28.17,16.17,12.0,22.79,3.04,5.06,1.34,3.72,5.14,7.28,2.79,4.49,
51059,2004-08-05,8.01,99.86,13.9,21.72,18.99,18.99,23.68,18.83,4.85,21.72,3.0,4.52,1.43,3.08,4.91,7.68,2.98,4.7,
21143,2001-12-24,0.09,100.3,2.44,-2.61,-5.72,-5.67,1.38,-5.39,6.76,-2.25,4.03,5.35,3.04,2.31,6.3,7.54,5.35,2.2,
37125,2002-01-05,1.07,101.1,2.64,-2.5,-4.86,-4.83,6.03,-8.32,14.36,-3.37,2.7,3.21,1.8,1.41,4.84,7.31,2.11,5.2,
17195,2006-05-06,0.0,99.09,5.04,10.69,3.66,3.68,18.37,2.19,16.18,11.91,2.45,3.22,1.29,1.92,3.95,6.51,1.46,5.05,
46129,2011-11-10,0.0,95.12,2.57,0.7,-5.81,-5.71,7.71,-5.16,12.87,0.44,4.4,5.88,1.97,3.92,6.98,10.12,2.35,7.77,
37083,2014-07-29,0.92,100.66,10.45,22.84,14.72,14.72,28.72,17.38,11.34,23.22,2.39,3.69,1.33,2.36,4.15,6.17,2.33,3.84,0.0
20019,2004-12-27,0.0,98.74,4.09,2.39,0.73,0.73,8.92,-1.24,10.16,2.05,6.59,8.17,4.61,3.55,9.28,11.06,7.51,3.55,
28105,2006-08-12,5.17,100.11,18.13,26.93,23.44,23.44,29.65,24.86,4.79,26.98,1.07,1.95,0.36,1.59,1.93,3.17,0.54,2.63,
13185,2015-12-23,3.4,100.82,14.44,20.24,19.83,19.83,22.63,17.8,4.83,19.98,3.32,4.77,1.89,2.88,6.17,7.62,4.53,3.09,
18051,2011-04-05,0.0,99.78,3.94,7.18,0.34,0.38,13.24,0.92,12.32,7.61,5.88,7.16,2.48,4.68,8.38,10.97,4.96,6.01,0.0
13137,2013-10-16,1.38,94.94,9.75,15.56,12.78,12.78,20.95,11.03,9.92,15.26,1.09,1.31,0.83,0.48,2.2,3.04,1.4,1.64,
31111,2016-08-04,0.0,90.99,8.98,24.27,10.48,10.48,28.44,19.47,8.97,24.91,5.95,11.01,2.53,8.48,8.5,13.82,5.35,8.47,
27083,2011-08-02,0.57,96.01,16.39,24.97,21.04,21.04,28.91,18.49,10.43,24.79,6.18,7.86,3.78,4.08,9.0,10.62,6.54,4.08,0.0
31107,2014-05-31,7.47,95.87,13.07,23.8,17.47,17.47,28.51,19.52,8.99,24.24,5.11,6.86,3.49,3.37,7.33,8.67,5.29,3.38,
8035,2008-08-09,2.85,79.37,10.18,20.87,10.63,10.63,27.48,14.65,12.83,22.19,3.56,5.9,0.87,5.03,4.96,7.19,1.37,5.83,
53059,2003-04-05,10.66,90.43,3.69,-0.6,-1.83,-1.82,1.29,-2.66,3.95,-0.57,2.19,2.84,1.51,1.33,3.92,4.75,2.84,1.91,
20063,2002-01-24,0.0,93.1,1.57,0.54,-11.84,-11.3,7.25,-4.46,11.71,-0.55,5.08,8.93,1.99,6.94,7.54,11.02,2.85,8.18,
32027,2000-03-24,0.0,85.5,2.97,8.7,-5.35,-5.23,16.53,-0.24,16.77,9.4,2.15,3.3,0.51,2.79,2.83,4.38,0.71,3.66,
55137,2008-12-15,0.02,98.79,0.62,-17.95,-20.83,-20.21,-12.04,-23.27,11.23,-18.0,9.93,13.4,4.22,9.18,12.59,16.66,5.58,11.08,
29163,2003-06-15,0.0,99.28,11.89,21.95,16.52,16.52,28.38,15.0,13.38,22.03,2.85,3.8,1.99,1.81,4.74,5.72,2.34,3.37,
48161,2009-12-17,0.42,100.62,4.86,5.84,3.46,3.47,10.26,3.37,6.89,5.49,1.89,2.89,0.39,2.51,3.2,6.12,0.38,5.74,
37131,2009-01-08,0.05,100.34,4.17,4.79,1.18,1.19,9.55,-0.6,10.15,4.41,4.91,6.96,3.18,3.78,8.15,10.28,6.37,3.91,
22103,2016-06-25,0.0,101.63,16.74,28.91,22.36,22.36,34.15,24.5,9.65,29.23,2.0,2.51,0.34,2.18,3.11,4.67,0.25,4.42,
48147,2011-08-17,0.01,99.22,11.14,34.96,15.5,15.5,42.07,28.55,13.52,36.36,3.12,5.26,1.37,3.9,4.62,6.85,2.48,4.37,
21215,2009-11-03,0.01,99.83,4.52,7.04,2.07,2.09,12.45,2.09,10.36,6.54,2.65,3.74,1.84,1.9,4.56,6.66,3.2,3.46,0.0
42037,2001-06-05,0.0,97.13,8.02,16.36,10.15,10.15,23.12,8.84,14.28,16.34,1.53,1.93,1.04,0.89,3.54,4.56,2.6,1.97,1.9768
20167,2003-03-22,0.0,94.99,5.11,11.27,3.29,3.31,19.28,4.15,15.13,10.73,3.57,4.92,1.02,3.89,5.39,8.31,1.41,6.9,
46137,2002-02-21,0.0,94.4,2.35,2.84,-7.56,-7.2,9.61,-0.96,10.57,2.45,6.16,9.92,1.46,8.46,8.54,12.25,2.22,10.03,
42079,2006-01-12,0.01,96.67,4.63,2.55,2.17,2.17,8.74,0.21,8.53,2.43,2.37,2.89,1.77,1.13,5.05,7.12,3.24,3.89,
51149,2015-10-20,0.0,102.17,5.63,10.2,5.52,5.53,19.79,2.71,17.08,10.29,2.21,2.58,1.64,0.94,4.7,6.5,2.63,3.87,0.0
46079,2004-01-09,0.01,96.8,1.47,-7.44,-12.07,-11.83,-2.25,-11.38,9.12,-7.31,3.47,5.28,2.01,3.28,4.95,6.14,3.49,2.65,
42033,2001-12-06,0.76,95.66,6.19,9.66,6.17,6.17,12.16,6.7,5.46,9.62,2.32,3.42,1.17,2.25,5.2,6.48,2.98,3.5,
18145,2000-07-12,0.07,98.28,11.58,22.31,15.8,15.8,28.0,16.08,11.92,22.62,3.64,5.21,1.69,3.52,5.25,8.07,2.7,5.37,
12043,2006-06-18,8.79,101.5,17.42,27.53,23.02,23.02,32.18,23.51,8.67,28.38,2.35,3.49,1.39,2.09,3.59,5.87,2.02,3.85,
51075,2001-03-19,0.01,101.86,2.84,4.04,-3.8,-3.67,13.08,-3.37,16.44,4.01,2.11,2.85,1.49,1.36,4.39,6.05,2.48,3.57,
18115,2006-01-23,7.7,99.1,3.43,1.79,-1.64,-1.61,6.88,-0.68,7.56,0.35,2.08,2.86,1.19,1.67,3.4,4.45,1.62,2.83,
53073,2008-02-19,0.02,92.34,2.99,0.22,-5.1,-4.93,3.49,-1.99,5.48,-4.36,1.77,2.58,0.99,1.59,2.55,3.32,1.77,1.55,0.0
48133,2001-10-27,0.0,97.75,5.34,16.56,4.36,4.38,24.98,10.84,14.13,17.11,3.3,6.19,1.36,4.83,4.94,9.47,2.12,7.35,
29183,2000-09-07,0.04,99.58,11.55,24.42,16.11,16.11,32.42,16.46,15.96,25.02,2.67,3.86,2.03,1.83,4.8,6.32,2.74,3.57,
13153,2010-02-11,0.03,100.37,3.52,1.65,-1.18,-1.16,7.61,-3.8,11.41,1.78,3.21,5.05,1.95,3.1,5.39,7.08,4.08,3.0,
26001,2000-12-09,0.14,100.2,2.73,-1.31,-4.4,-4.36,-0.0,-2.81,2.81,4.33,8.0,11.35,6.16,5.19,8.76,12.63,6.76,5.87,
46041,2016-01-31,0.04,93.84,3.27,-0.09,-2.96,-2.93,5.47,-3.4,8.86,-0.58,4.8,6.68,3.49,3.19,7.29,8.4,5.99,2.41,
20089,2004-06-05,5.45,95.28,12.89,22.61,17.08,17.08,30.01,17.33,12.69,23.35,4.42,6.53,2.03,4.5,6.12,8.69,2.16,6.53,
48077,2005-03-31,0.0,97.45,5.57,14.55,4.73,4.76,22.58,7.88,14.71,14.81,4.13,8.53,0.68,7.84,6.13,11.6,1.22,10.38,
13139,2002-10-02,0.02,97.93,13.81,24.21,18.67,18.67,29.78,18.9,10.88,22.69,0.84,1.42,0.24,1.17,1.21,2.13,0.15,1.98,
13017,2006-05-21,0.0,100.45,10.83,26.36,15.24,15.24,34.59,18.4,16.18,27.05,4.58,5.9,2.97,2.93,7.09,7.91,5.95,1.96,
48195,2011-12-06,0.0,91.53,1.37,-5.53,-13.37,-12.94,-1.06,-7.78,6.72,-4.36,2.96,4.21,1.61,2.59,3.9,6.4,1.76,4.64,3.6031
51199,2005-01-12,0.06,102.05,7.4,10.23,9.69,9.69,13.99,7.17,6.82,9.2,3.95,4.91,3.06,1.85,6.46,8.82,4.66,4.16,
34041,2013-03-24,0.14,98.36,3.09,-0.1,-3.11,-3.07,4.52,-4.83,9.35,-0.24,1.85,2.62,1.1,1.52,3.81,5.56,2.59,2.97,
25001,2000-11-09,0.09,101.4,6.7,9.81,8.2,8.2,11.17,8.69,2.48,10.65,3.67,4.84,2.16,2.68,4.14,5.41,2.42,2.99,
41025,2014-08-08,0.15,85.84,6.05,21.69,4.31,4.32,29.94,14.42,15.52,23.72,3.14,5.11,1.02,4.09,4.38,8.65,0.97,7.69,
37137,2010-11-13,0.0,102.0,6.22,10.29,7.05,7.05,16.6,6.58,10.02,11.25,3.78,4.32,2.96,1.36,5.5,6.73,4.18,2.55,
48315,2014-04-14,9.65,100.25,7.61,12.45,8.51,8.51,19.64,4.47,15.17,12.69,4.07,5.35,2.49,2.86,6.94,8.57,5.43,3.13,
50007,2010-10-11,0.0,97.34,5.32,8.03,4.25,4.26,13.57,3.97,9.59,8.16,1.88,2.58,1.19,1.38,3.89,5.24,2.81,2.43,
24033,2014-05-22,2.11,100.49,13.51,22.06,18.7,18.7,27.48,17.19,10.3,21.83,3.01,4.96,2.06,2.9,5.04,8.12,3.53,4.59,
27055,2006-12-02,0.0,98.68,1.37,-8.23,-12.87,-12.49,-6.32,-11.34,5.02,-8.11,6.8,8.8,3.38,5.42,9.1,10.46,6.92,3.54,
47013,2016-09-11,1.07,97.17,9.6,21.28,12.66,12.66,28.87,15.65,13.22,21.34,1.55,2.19,1.05,1.14,3.2,5.09,2.13,2.95,
29023,2000-03-30,4.16,100.11,5.52,10.1,5.18,5.19,17.72,4.7,13.02,10.37,3.6,5.15,2.06,3.09,5.83,7.09,3.62,3.47,
8043,2003-06-01,1.7,77.06,7.54,16.03,5.7,5.71,21.08,11.19,9.89,16.48,3.56,5.81,0.1,5.71,4.64,7.13,0.08,7.05,
16065,2007-09-03,0.04,82.81,6.73,22.59,5.05,5.07,31.19,13.77,17.41,22.66,2.6,3.57,1.47,2.1,3.95,6.38,2.16,4.22,
27037,2005-05-01,0.24,98.14,2.85,3.06,-4.1,-4.02,7.96,-0.58,8.54,3.68,6.42,8.84,3.4,5.44,8.78,11.34,6.55,4.78,
26021,2010-01-10,0.0,100.27,1.79,-8.64,-9.74,-9.7,-6.65,-11.5,4.85,-5.13,7.82,10.22,4.02,6.2,9.52,12.4,5.17,7.23,
31045,2000-11-22,0.07,88.55,2.77,-0.2,-5.74,-5.68,6.86,-3.61,10.47,-1.23,3.4,4.69,2.25,2.45,5.75,7.17,4.02,3.15,
29049,2003-09-04,0.0,98.76,8.0,19.47,10.37,10.37,26.76,11.56,15.21,19.4,2.27,3.87,0.87,2.99,3.7,8.27,1.25,7.02,
31151,2016-05-18,0.0,96.79,6.97,15.33,8.07,8.08,21.56,8.59,12.97,16.31,2.05,3.63,0.89,2.74,3.2,7.78,1.02,6.76,
1019,2001-09-14,0.0,98.26,10.35,22.16,14.24,14.24,29.37,15.83,13.54,22.08,2.31,3.17,1.39,1.78,4.76,6.66,2.13,4.53,
48021,2008-12-09,2.4,99.18,8.99,16.76,10.07,10.09,25.57,2.36,23.21,17.16,7.14,11.69,2.77,8.92,9.69,14.96,3.32,11.64,4.5305
26141,2003-10-05,0.13,99.25,4.45,6.48,2.02,2.04,8.69,4.71,3.98,8.51,7.23,8.63,4.11,4.52,8.62,10.4,4.81,5.59,
28105,2007-11-08,0.0,100.96,3.69,8.24,-0.49,-0.43,17.34,0.08,17.26,7.24,1.81,2.73,0.87,1.86,3.13,6.29,1.32,4.97,
39085,2013-02-10,0.06,99.06,2.95,-2.61,-4.2,-4.17,2.87,-9.46,12.33,-3.32,5.08,8.28,3.7,4.58,7.74,12.35,5.96,6.4,
55135,2008-06-29,0.5,97.71,9.68,16.83,13.13,13.13,21.74,11.51,10.23,17.0,5.62,8.46,2.64,5.82,8.28,10.91,5.12,5.79,
27045,2003-01-28,2.79,97.51,2.04,-7.32,-8.55,-8.48,-3.91,-13.62,9.71,-8.05,4.55,7.23,1.73,5.5,6.72,9.37,2.7,6.67,1.0
48351,2003-04-10,0.0,101.41,5.74,12.86,5.72,5.73,20.03,4.16,15.87,11.28,1.67,2.49,0.93,1.55,2.69,4.12,1.19,2.93,
20009,2007-05-25,0.08,95.31,10.03,16.74,13.09,13.09,22.97,8.92,14.04,17.42,3.33,5.46,1.33,4.13,4.83,8.16,1.79,6.36,
30017,2003-01-19,0.59,91.09,3.0,-0.42,-4.37,-4.33,2.83,-2.44,5.27,-1.61,5.33,8.18,2.0,6.18,7.89,11.82,3.11,8.71,
27009,2010-05-11,11.3,97.58,4.88,5.13,3.11,3.11,7.85,3.01,4.84,5.57,6.2,7.86,3.4,4.45,8.11,10.28,5.67,4.61,0.6412
29099,2005-09-09,0.03,99.1,12.45,27.02,17.2,17.2,35.2,19.6,15.61,27.2,1.11,1.81,0.07,1.74,2.73,5.61,0.08,5.53,
40103,2003-12-02,2.06,98.67,3.76,7.21,-0.52,-0.47,10.42,2.11,8.3,6.98,7.32,9.01,3.45,5.56,10.06,12.12,6.89,5.22,0.0
37185,2008-02-21,1.81,101.59,2.57,1.07,-5.2,-5.05,4.72,-2.66,7.37,1.51,2.86,4.3,1.47,2.83,4.38,6.17,2.09,4.07,
28065,2010-12-13,0.0,100.93,1.51,-2.06,-11.33,-10.85,3.43,-5.37,8.8,-2.05,2.76,3.78,1.31,2.47,5.65,7.39,3.94,3.46,
18075,2014-12-17,0.03,98.77,2.38,-3.34,-6.25,-6.19,-0.68,-5.54,4.86,-3.04,5.23,6.65,2.49,4.16,7.09,8.87,4.45,4.42,
31045,2016-08-30,0.01,89.0,9.87,23.44,11.85,11.85,30.99,16.99,13.99,24.65,3.22,4.97,1.48,3.49,4.83,8.99,1.83,7.16,1.0909000000000002
36001,2003-11-08,0.0,100.19,1.89,-1.59,-9.2,-8.85,2.63,-6.34,8.97,-1.65,2.89,3.96,1.23,2.73,6.03,7.31,2.58,4.73,
37147,2012-10-01,2.06,101.01,12.55,20.46,17.51,17.51,25.64,16.01,9.63,20.59,2.34,3.6,0.82,2.79,3.66,5.78,1.22,4.55,
48133,2016-02-11,0.0,96.76,5.19,13.03,3.68,3.7,22.41,6.48,15.94,12.38,4.08,7.07,1.87,5.2,6.1,11.53,2.47,9.06,
31137,2003-05-09,0.01,92.78,5.67,12.98,4.47,4.48,20.44,5.65,14.79,14.35,4.94,8.47,2.22,6.24,6.82,11.2,3.81,7.39,
40129,2016-01-11,0.06,94.11,2.7,0.65,-5.32,-5.24,8.51,-4.36,12.86,-0.45,3.67,4.6,1.79,2.82,5.43,9.04,2.54,6.5,
26095,2009-09-04,0.02,99.61,9.97,16.47,13.89,13.89,19.22,13.22,6.0,15.58,1.15,2.18,0.29,1.89,1.65,3.24,0.42,2.82,
50001,2009-02-07,0.5,98.08,2.57,-6.48,-6.9,-6.88,1.16,-16.43,17.6,-6.84,4.34,6.17,2.62,3.56,7.22,10.47,4.66,5.82,
18009,2004-11-16,2.4,99.41,5.71,7.41,5.57,5.57,11.38,4.93,6.45,7.03,2.96,3.79,1.93,1.86,5.12,7.52,3.51,4.01,0.0
6091,2012-10-26,0.0,85.74,4.37,6.62,-0.98,-0.94,16.0,-1.27,17.28,4.99,2.05,3.3,0.5,2.8,3.26,5.7,0.73,4.97,
26031,2009-10-31,3.97,96.98,4.65,5.31,2.31,2.32,9.17,3.21,5.96,5.55,7.51,9.72,3.99,5.73,10.89,13.6,6.54,7.06,
35043,2001-07-26,4.32,79.45,10.28,21.2,10.82,10.82,27.5,15.19,12.31,23.0,1.92,3.46,0.83,2.63,2.68,3.97,1.01,2.97,
29171,2015-02-09,0.0,98.9,2.74,-1.62,-4.48,-4.45,2.92,-4.34,7.26,-1.2,3.54,5.08,2.7,2.38,5.38,6.3,4.22,2.08,
36087,2001-11-08,0.02,99.44,4.56,7.12,2.02,2.05,14.62,-0.58,15.2,7.14,1.98,2.91,0.45,2.46,4.24,6.13,0.53,5.61,
13321,2013-11-24,0.0,101.51,2.49,7.3,-5.64,-5.37,12.8,2.24,10.56,7.65,6.12,8.76,3.73,5.03,8.59,10.91,7.29,3.62,
29197,2002-05-25,17.48,98.37,8.45,15.19,11.13,11.13,19.94,11.06,8.88,15.4,3.45,6.03,0.57,5.46,4.78,7.64,1.19,6.46,
19097,2004-12-12,0.12,97.39,3.1,1.25,-3.36,-3.29,5.59,-3.83,9.41,1.06,11.3,14.58,6.58,8.01,14.68,18.49,8.65,9.84,
26091,2009-10-26,0.04,98.77,5.67,10.42,5.33,5.34,17.64,3.7,13.94,10.31,3.59,5.03,2.42,2.61,6.16,7.56,3.79,3.77,
51063,2001-02-19,0.17,97.1,2.97,1.14,-3.93,-3.87,8.81,-4.19,13.0,0.92,2.66,4.88,0.25,4.63,4.92,7.66,0.42,7.24,
48447,2012-05-20,0.13,96.93,11.25,25.25,15.29,15.29,31.46,18.7,12.76,26.72,3.48,4.66,2.3,2.35,5.11,7.75,3.99,3.76,
29105,2007-04-27,3.83,97.71,7.58,12.88,9.29,9.29,19.14,5.83,13.32,13.01,2.47,3.72,1.78,1.94,4.78,6.1,3.04,3.06,
22083,2015-10-09,0.6,101.34,11.45,27.29,16.15,16.15,34.45,21.17,13.28,28.21,2.06,6.33,0.26,6.06,3.32,8.77,0.43,8.35,
1019,2006-12-21,5.49,98.9,8.07,11.11,10.51,10.51,13.45,8.44,5.01,11.1,2.55,2.95,2.21,0.74,4.73,5.89,3.61,2.28,
48037,2016-03-25,0.08,100.38,5.84,10.09,5.93,5.94,17.91,2.77,15.14,10.54,2.2,3.11,1.28,1.83,4.26,7.4,1.58,5.82,
22035,2012-08-08,2.02,100.99,16.3,30.34,21.79,21.79,37.09,23.88,13.21,31.68,2.02,3.84,0.93,2.91,3.54,6.71,1.05,5.66,
4025,2008-01-02,0.0,86.1,2.15,4.33,-9.26,-8.95,12.0,0.18,11.82,2.96,3.86,5.81,2.0,3.81,5.77,8.51,3.12,5.39,
6053,2011-03-29,0.0,97.07,6.91,10.45,7.89,7.89,16.35,4.6,11.75,10.72,3.9,5.7,2.8,2.9,5.52,7.24,4.01,3.23,0.0
27133,2014-07-04,3.25,96.55,11.15,20.24,14.96,14.97,25.9,14.47,11.43,20.25,7.58,9.79,5.2,4.59,10.59,12.73,8.56,4.17,
1023,2007-02-21,5.09,100.87,10.09,15.41,14.24,14.24,20.03,11.49,8.53,15.39,2.32,3.02,1.59,1.43,5.25,6.2,4.25,1.95,
5103,2016-09-30,0.0,100.98,8.59,20.14,11.79,11.79,28.3,12.08,16.21,19.35,1.51,2.07,0.85,1.22,3.16,5.16,1.29,3.88,
17045,2016-06-05,0.31,98.42,11.51,20.05,15.92,15.92,24.59,15.93,8.65,20.19,5.49,7.8,3.37,4.43,8.24,9.75,5.9,3.85,
22077,2011-07-01,1.59,101.16,15.21,31.9,20.64,20.64,39.04,25.23,13.81,33.07,1.79,2.95,0.83,2.13,2.8,4.98,0.94,4.04,
37135,2014-12-16,5.26,99.38,5.75,5.82,5.48,5.48,11.96,0.57,11.39,5.57,2.54,3.84,1.75,2.08,4.83,6.6,2.85,3.75,0.9935
46087,2011-04-18,5.93,95.83,3.89,1.83,-0.39,-0.38,6.45,-3.66,10.11,2.14,3.43,5.11,2.58,2.53,4.99,7.57,3.11,4.47,
21227,2015-08-25,0.05,99.2,9.38,18.48,12.88,12.88,24.3,12.9,11.4,18.61,2.92,4.26,2.09,2.16,4.91,5.87,3.21,2.66,0.0
48247,2012-11-29,0.0,100.26,10.4,18.26,14.6,14.6,24.99,12.01,12.98,18.85,3.22,4.3,2.23,2.07,5.34,7.38,3.65,3.74,
54061,2004-10-19,3.12,96.45,10.52,15.31,14.18,14.18,20.17,11.79,8.38,15.24,1.54,3.1,0.21,2.88,3.56,6.74,0.32,6.42,0.0
29149,2009-03-16,0.0,99.47,6.59,12.1,7.67,7.67,20.69,6.4,14.29,11.82,1.31,2.34,0.31,2.03,2.84,5.81,0.63,5.18,
35031,2003-08-24,1.58,80.02,9.72,21.54,10.09,10.09,28.56,13.99,14.57,23.64,1.97,2.63,1.12,1.51,3.07,5.29,1.42,3.88,
19023,2010-07-17,2.68,97.5,17.01,25.67,21.94,21.94,31.07,19.36,11.71,25.55,3.05,6.09,0.52,5.57,5.13,10.06,0.65,9.41,
1023,2007-10-29,0.0,101.95,7.04,12.92,8.97,8.97,20.54,8.2,12.33,12.9,1.93,2.69,1.43,1.26,4.81,5.91,3.63,2.28,
18039,2006-12-28,0.01,99.29,3.99,2.04,0.51,0.52,7.31,-0.25,7.56,1.43,3.64,5.04,2.42,2.62,5.69,7.16,4.15,3.02,
19023,2007-09-14,0.01,98.34,4.46,8.22,1.9,1.92,13.57,2.84,10.74,8.47,5.58,8.35,2.81,5.55,8.19,10.3,5.38,4.92,
48255,2007-01-07,0.0,101.21,5.13,10.63,4.18,4.2,19.09,4.36,14.72,10.77,4.8,6.26,3.49,2.78,7.26,10.65,4.76,5.89,
48237,2015-07-29,0.02,97.78,15.61,30.09,20.56,20.56,36.14,23.76,12.37,30.99,2.87,5.03,0.61,4.42,4.76,8.78,0.75,8.03,
46129,2007-04-06,0.01,96.55,1.34,-6.92,-13.03,-12.66,-3.39,-10.55,7.16,-5.82,6.5,9.23,3.67,5.56,8.41,10.77,6.19,4.58,
22113,2012-09-09,0.02,101.62,12.51,23.53,17.68,17.68,26.77,20.54,6.24,25.29,5.93,7.36,4.72,2.64,7.47,9.04,5.85,3.2,
28133,2013-06-15,0.0,101.08,13.33,25.76,18.6,18.6,31.5,19.23,12.27,26.06,2.29,2.82,1.48,1.34,3.54,5.0,2.55,2.45,
28105,2013-04-14,10.19,100.02,9.24,14.47,12.74,12.74,19.72,11.7,8.02,14.5,2.91,4.5,2.1,2.39,5.34,6.91,4.27,2.65,
34009,2006-05-15,14.17,100.98,8.86,14.66,12.27,12.27,18.65,11.69,6.96,14.72,5.07,9.18,0.12,9.06,6.61,11.07,0.24,10.83,
39039,2003-04-25,1.75,98.08,4.71,9.28,2.62,2.64,15.39,3.09,12.3,8.98,4.97,6.86,2.82,4.04,7.46,8.75,4.66,4.09,
21019,2003-03-08,0.03,98.24,6.04,8.74,5.64,5.65,16.52,-2.02,18.54,7.9,2.97,4.96,0.26,4.7,5.83,9.76,0.34,9.42,
31089,2003-06-11,5.68,93.49,11.06,20.09,14.29,14.29,26.82,12.08,14.74,20.82,5.39,6.91,3.03,3.88,7.42,9.22,4.75,4.48,
38023,2004-09-27,0.0,95.25,3.99,11.28,-0.09,-0.03,19.06,5.46,13.6,11.82,3.01,5.58,1.26,4.32,5.09,10.02,1.38,8.64,
28155,2016-08-03,1.48,100.17,15.7,30.97,20.95,20.95,38.51,24.35,14.16,31.39,1.7,2.37,0.59,1.78,3.04,5.16,0.9,4.26,
41033,2013-12-09,0.0,94.82,2.48,-3.01,-6.95,-6.83,3.92,-8.04,11.96,-3.72,1.94,2.39,1.24,1.15,3.34,3.86,2.29,1.57,
48371,2007-01-11,0.3,90.35,6.49,13.93,5.82,5.83,21.86,8.57,13.29,13.48,5.02,7.17,3.23,3.94,7.67,10.17,5.19,4.98,
50011,2005-10-21,0.03,98.46,3.83,3.46,-0.17,-0.14,8.77,-0.38,9.15,2.49,1.66,2.45,1.13,1.32,2.73,4.0,1.56,2.44,
47149,2002-10-16,0.17,98.04,6.15,10.18,6.44,6.45,15.51,5.76,9.75,10.54,3.5,5.0,1.77,3.23,5.49,6.34,3.53,2.81,
9001,2012-06-23,1.92,100.03,12.2,22.12,17.03,17.03,27.01,18.34,8.66,22.08,2.49,3.06,1.68,1.38,4.51,5.82,3.28,2.54,
13309,2011-01-26,0.65,100.36,5.17,6.99,4.07,4.08,11.37,0.26,11.1,6.91,5.88,9.83,1.33,8.49,8.95,12.62,2.56,10.05,
18141,2011-03-18,0.0,99.36,4.66,5.65,2.54,2.55,10.05,0.08,9.97,5.48,4.25,6.6,1.41,5.19,5.94,9.43,2.13,7.3,
32015,2002-07-02,0.0,82.05,3.82,26.38,-2.95,-2.81,34.91,18.34,16.57,27.48,2.76,4.08,0.93,3.15,3.89,7.59,1.27,6.33,1.9335
13243,2009-07-01,0.04,99.73,13.78,27.84,18.84,18.84,35.29,19.61,15.68,28.06,2.97,3.89,2.15,1.74,5.03,7.52,2.78,4.74,
48505,2005-01-11,0.0,99.6,10.34,20.53,14.35,14.35,28.52,14.02,14.5,21.01,4.36,7.4,2.31,5.1,6.73,10.98,3.65,7.32,0.0
1025,2009-08-09,9.03,101.3,17.49,27.32,23.03,23.03,32.47,22.81,9.66,27.3,1.18,1.47,0.98,0.49,2.8,3.84,1.85,1.98,
